timestamp,ax_g,ay_g,az_g,metric_raw,metric_lpf,jerk_gps,rms_g
2025-09-13 16:01:25.577,-0.00078,-0.01918,0.99267,0.99285,0.99539,0.13038,0.00733
2025-09-13 16:01:25.585,0.02626,0.01330,1.01055,1.01098,1.00007,0.56133,0.00742
2025-09-13 16:01:25.593,0.00016,0.02082,1.01133,1.01154,1.00351,0.41307,0.00731
2025-09-13 16:01:25.601,0.00821,-0.02120,0.99769,0.99795,1.00184,0.20026,0.00710
2025-09-13 16:01:25.609,0.00473,-0.02014,0.98622,0.98644,0.99722,0.55443,0.00712
2025-09-13 16:01:25.618,-0.03635,0.00802,1.00452,1.00521,0.99962,0.28767,0.00679
2025-09-13 16:01:25.626,0.00806,-0.01556,1.00124,1.00139,1.00015,0.06394,0.00563
2025-09-13 16:01:25.634,0.02192,0.03316,1.00415,1.00494,1.00159,0.17247,0.00489
2025-09-13 16:01:25.643,0.01013,-0.03634,0.99403,0.99474,0.99953,0.24639,0.00447
2025-09-13 16:01:25.651,0.00543,-0.01551,1.00018,1.00031,0.99977,0.02810,0.00375
2025-09-13 16:01:25.659,0.02727,0.00070,1.01665,1.01702,1.00494,0.62093,0.00357
2025-09-13 16:01:25.670,-0.00993,0.00054,1.00805,1.00810,1.00589,0.11355,0.00364
2025-09-13 16:01:25.676,0.02748,0.02216,1.01072,1.01134,1.00752,0.19624,0.00380
2025-09-13 16:01:25.684,-0.02465,0.01827,0.97683,0.97732,0.99846,1.08747,0.00358
2025-09-13 16:01:25.693,-0.02611,0.02220,1.01706,1.01764,1.00422,0.69044,0.00332
2025-09-13 16:01:25.701,0.02074,-0.01040,1.00365,1.00392,1.00413,0.01080,0.00310
2025-09-13 16:01:25.709,0.00817,0.00280,0.97507,0.97511,0.99542,1.04473,0.00409
2025-09-13 16:01:25.718,0.01173,0.03081,1.01338,1.01391,1.00097,0.66571,0.00396
2025-09-13 16:01:25.726,0.01532,0.01199,0.95722,0.95742,0.98790,1.56775,0.00646
2025-09-13 16:01:25.734,0.01577,-0.01165,0.98715,0.98734,0.98773,0.02020,0.00836
2025-09-13 16:01:25.743,-0.00948,-0.02374,0.99147,0.99180,0.98895,0.14645,0.00968
2025-09-13 16:01:25.751,-0.02164,-0.00223,1.04185,1.04207,1.00489,1.91226,0.00960
2025-09-13 16:01:25.759,0.02035,-0.01828,1.01177,1.01214,1.00706,0.26083,0.00950
2025-09-13 16:01:25.768,0.01494,0.00021,1.01014,1.01025,1.00802,0.11477,0.00961
2025-09-13 16:01:25.776,0.01754,-0.00284,1.01992,1.02008,1.01164,0.43401,0.00997
2025-09-13 16:01:25.785,0.00015,0.00779,1.00587,1.00590,1.00992,0.20639,0.00979
2025-09-13 16:01:25.793,-0.00682,-0.02403,0.99513,0.99544,1.00557,0.52111,0.00977
2025-09-13 16:01:25.801,-0.04593,0.02591,1.00822,1.00959,1.00678,0.14472,0.00829
2025-09-13 16:01:25.809,-0.03777,0.00818,0.98392,0.98467,1.00015,0.79581,0.00646
2025-09-13 16:01:25.818,0.00236,-0.03436,1.01360,1.01419,1.00436,0.50533,0.00419
2025-09-13 16:01:25.826,-0.01781,-0.01951,1.00893,1.00928,1.00583,0.17696,0.00423
2025-09-13 16:01:25.835,0.00559,0.03056,0.98649,0.98698,1.00018,0.67887,0.00425
2025-09-13 16:01:25.843,-0.01485,-0.01334,0.97277,0.97297,0.99202,0.97928,0.00559
2025-09-13 16:01:25.851,0.01760,0.00357,1.01754,1.01770,0.99972,0.92467,0.00510
2025-09-13 16:01:25.859,-0.01042,0.02139,0.98716,0.98744,0.99604,0.44204,0.00532
2025-09-13 16:01:25.868,-0.00186,0.01056,0.99586,0.99592,0.99600,0.00431,0.00588
2025-09-13 16:01:25.876,-0.01543,-0.01443,0.95774,0.95797,0.98459,1.36910,0.00861
2025-09-13 16:01:25.885,-0.00312,0.00856,0.98961,0.98965,0.98611,0.18205,0.01035
2025-09-13 16:01:25.892,-0.01960,0.02402,0.98682,0.98730,0.98647,0.04292,0.01184
2025-09-13 16:01:25.901,-0.02440,0.02126,1.01715,1.01767,0.99583,1.12325,0.01211
2025-09-13 16:01:25.910,0.01653,-0.01513,1.00033,1.00058,0.99725,0.17108,0.01224
2025-09-13 16:01:25.918,0.01896,0.02832,0.98693,0.98752,0.99433,0.35056,0.01202
2025-09-13 16:01:25.926,-0.00621,-0.00946,0.98544,0.98551,0.99169,0.31761,0.01260
2025-09-13 16:01:25.934,0.02493,0.01430,0.99894,0.99936,0.99399,0.27612,0.01276
2025-09-13 16:01:25.943,-0.00469,-0.01236,0.98043,0.98052,0.98995,0.48482,0.01331
2025-09-13 16:01:25.951,0.01326,0.01825,1.01273,1.01298,0.99686,0.82931,0.01191
2025-09-13 16:01:25.959,0.02711,0.02416,0.99049,0.99115,0.99515,0.20539,0.01075
2025-09-13 16:01:25.967,0.01001,-0.01759,0.97956,0.97977,0.99053,0.55353,0.01009
2025-09-13 16:01:25.976,-0.02736,0.04772,0.96410,0.96566,0.98307,0.89532,0.01192
2025-09-13 16:01:25.984,-0.02803,0.00735,0.98028,0.98071,0.98236,0.08493,0.01372
2025-09-13 16:01:25.993,-0.02515,-0.01147,0.97073,0.97113,0.97899,0.40456,0.01570
2025-09-13 16:01:26.001,-0.00047,-0.01946,0.98453,0.98472,0.98071,0.20620,0.01700
2025-09-13 16:01:26.009,0.00328,0.03585,0.97461,0.97527,0.97908,0.19576,0.01860
2025-09-13 16:01:26.018,-0.02014,-0.00693,0.97676,0.97699,0.97845,0.07509,0.01990
2025-09-13 16:01:26.026,-0.01281,0.02503,1.01905,1.01944,0.99075,1.47557,0.02023
2025-09-13 16:01:26.034,0.01821,-0.01041,0.96740,0.96762,0.98381,0.83255,0.02110
2025-09-13 16:01:26.042,-0.00428,0.01341,0.99015,0.99025,0.98574,0.23180,0.02149
2025-09-13 16:01:26.051,0.02389,0.00864,1.00798,1.00830,0.99251,0.81216,0.02070
2025-09-13 16:01:26.059,0.01375,0.00660,0.99035,0.99047,0.99190,0.07346,0.01983
2025-09-13 16:01:26.067,-0.05468,0.01982,1.00419,1.00588,0.99609,0.50311,0.01821
2025-09-13 16:01:26.076,0.00620,-0.00942,1.02133,1.02139,1.00368,0.91073,0.01652
2025-09-13 16:01:26.084,-0.01358,0.02231,0.99307,0.99341,1.00060,0.36969,0.01437
2025-09-13 16:01:26.093,0.00418,0.00088,1.00206,1.00207,1.00104,0.05285,0.01168
2025-09-13 16:01:26.101,-0.01158,-0.01113,0.97983,0.97996,0.99472,0.75885,0.01126
2025-09-13 16:01:26.109,-0.02256,-0.05775,1.00335,1.00527,0.99788,0.37981,0.00930
2025-09-13 16:01:26.117,-0.01297,-0.00021,1.02226,1.02235,1.00522,0.88068,0.00713
2025-09-13 16:01:26.126,-0.02678,0.02503,1.00252,1.00319,1.00461,0.07315,0.00608
2025-09-13 16:01:26.134,-0.00589,-0.04944,1.01511,1.01633,1.00813,0.42200,0.00486
2025-09-13 16:01:26.143,0.01912,-0.01761,0.98629,0.98663,1.00168,0.77387,0.00420
2025-09-13 16:01:26.151,-0.01101,-0.00030,0.99947,0.99953,1.00104,0.07732,0.00429
2025-09-13 16:01:26.159,0.03072,0.00549,0.97766,0.97816,0.99417,0.82364,0.00524
2025-09-13 16:01:26.167,0.02932,0.02355,0.98509,0.98580,0.99166,0.30130,0.00654
2025-09-13 16:01:26.176,-0.00475,0.02264,1.02410,1.02436,1.00147,1.17703,0.00586
2025-09-13 16:01:26.185,-0.04616,-0.00688,1.03549,1.03654,1.01199,1.26248,0.00618
2025-09-13 16:01:26.193,0.02574,0.01934,0.99566,0.99618,1.00725,0.56912,0.00627
2025-09-13 16:01:26.201,0.03126,0.00591,1.00245,1.00295,1.00596,0.15457,0.00631
2025-09-13 16:01:26.210,0.00657,0.00940,1.01053,1.01059,1.00735,0.16685,0.00625
2025-09-13 16:01:26.218,0.00362,-0.01389,1.03065,1.03075,1.01437,0.84221,0.00716
2025-09-13 16:01:26.226,0.00118,0.00465,1.01312,1.01313,1.01400,0.04468,0.00789
2025-09-13 16:01:26.235,0.02758,0.03359,1.00970,1.01064,1.01299,0.12087,0.00785
2025-09-13 16:01:26.243,0.01795,0.01198,1.03080,1.03103,1.01840,0.64939,0.00833
2025-09-13 16:01:26.251,-0.02154,-0.02611,1.00926,1.00983,1.01583,0.30868,0.00923
2025-09-13 16:01:26.259,0.01739,0.00624,0.99287,0.99304,1.00899,0.82028,0.00898
2025-09-13 16:01:26.268,0.00758,-0.01281,1.00149,1.00160,1.00678,0.26615,0.00896
2025-09-13 16:01:26.276,-0.01125,-0.01031,1.02264,1.02275,1.01157,0.57506,0.00930
2025-09-13 16:01:26.284,-0.00579,-0.03402,1.00428,1.00487,1.00956,0.24106,0.00943
2025-09-13 16:01:26.293,-0.01778,0.04233,0.99776,0.99881,1.00633,0.38685,0.00878
2025-09-13 16:01:26.302,0.01060,-0.00974,1.00890,1.00900,1.00714,0.09606,0.00816
2025-09-13 16:01:26.309,0.00668,-0.01345,1.02283,1.02294,1.01188,0.56888,0.00803
2025-09-13 16:01:26.317,-0.01686,-0.01649,0.99532,0.99560,1.00699,0.58610,0.00646
