timestamp,ax_g,ay_g,az_g,metric_raw,metric_lpf,jerk_gps,rms_g
2025-09-13 16:03:10.554,-0.01275,0.00592,0.99691,0.99701,1.00400,0.35941,0.01113
2025-09-13 16:03:10.559,0.00221,-0.00930,1.04715,1.04719,1.01695,1.55494,0.01189
2025-09-13 16:03:10.569,0.01505,-0.01015,0.99794,0.99811,1.01130,0.67848,0.01175
2025-09-13 16:03:10.576,0.00752,0.00582,0.98418,0.98423,1.00318,0.97469,0.01016
2025-09-13 16:03:10.585,0.00228,-0.01957,0.96796,0.96816,0.99267,1.26050,0.00829
2025-09-13 16:03:10.593,-0.01812,-0.01125,0.98507,0.98530,0.99046,0.26543,0.00869
2025-09-13 16:03:10.601,0.01142,-0.00271,1.03055,1.03062,1.00251,1.44570,0.00787
2025-09-13 16:03:10.609,-0.01475,0.01751,0.99275,0.99301,0.99966,0.34186,0.00788
2025-09-13 16:03:10.618,-0.01004,-0.03558,1.01257,1.01325,1.00374,0.48915,0.00781
2025-09-13 16:03:10.626,-0.01991,0.02595,0.98526,0.98580,0.99836,0.64556,0.00801
2025-09-13 16:03:10.634,0.00223,-0.00719,0.98994,0.98997,0.99584,0.30185,0.00718
2025-09-13 16:03:10.643,0.00530,-0.02204,0.99999,1.00024,0.99716,0.15848,0.00707
2025-09-13 16:03:10.651,0.01143,-0.02621,0.99733,0.99774,0.99733,0.02067,0.00738
2025-09-13 16:03:10.659,0.01986,0.00287,0.98735,0.98755,0.99440,0.35212,0.00711
2025-09-13 16:03:10.668,0.03667,0.02770,0.99189,0.99295,0.99397,0.05215,0.00645
2025-09-13 16:03:10.676,-0.00415,0.01297,0.99246,0.99255,0.99354,0.05101,0.00728
2025-09-13 16:03:10.685,0.01429,-0.02502,0.99356,0.99398,0.99367,0.01578,0.00790
2025-09-13 16:03:10.692,-0.01277,0.00234,0.99953,0.99962,0.99546,0.21403,0.00836
2025-09-13 16:03:10.701,-0.00602,-0.02981,0.98827,0.98874,0.99344,0.24187,0.00886
2025-09-13 16:03:10.710,-0.01011,-0.02064,0.97732,0.97759,0.98868,0.57076,0.00983
2025-09-13 16:03:10.718,0.00521,0.00853,1.00294,1.00299,0.99297,0.51492,0.01023
2025-09-13 16:03:10.726,-0.00616,0.01399,1.01762,1.01773,1.00040,0.89120,0.01007
2025-09-13 16:03:10.734,0.01939,0.01115,0.99811,0.99836,0.99979,0.07364,0.00967
2025-09-13 16:03:10.742,-0.01986,0.02476,0.98369,0.98420,0.99511,0.56104,0.00955
2025-09-13 16:03:10.751,-0.01299,-0.00714,0.99132,0.99143,0.99401,0.13255,0.00949
2025-09-13 16:03:10.760,0.00944,0.02097,1.03873,1.03898,1.00750,1.61899,0.00897
2025-09-13 16:03:10.768,0.01290,-0.03245,1.00348,1.00409,1.00648,0.12277,0.00859
2025-09-13 16:03:10.776,-0.01088,-0.01004,0.99520,0.99531,1.00313,0.40196,0.00788
2025-09-13 16:03:10.784,0.00162,-0.01620,1.00163,1.00176,1.00272,0.04925,0.00609
2025-09-13 16:03:10.793,-0.01512,0.03039,0.98437,0.98495,0.99739,0.63955,0.00536
2025-09-13 16:03:10.801,0.00884,-0.01648,1.04362,1.04379,1.01131,1.67045,0.00582
2025-09-13 16:03:10.809,-0.00155,-0.00069,1.02796,1.02796,1.01630,0.59954,0.00705
2025-09-13 16:03:10.818,0.01034,-0.02648,1.00375,1.00415,1.01266,0.43743,0.00710
2025-09-13 16:03:10.826,0.00350,0.01808,1.00332,1.00348,1.00991,0.33025,0.00665
2025-09-13 16:03:10.834,-0.01116,0.02342,0.97879,0.97913,1.00067,1.10777,0.00660
2025-09-13 16:03:10.842,-0.00914,0.00927,1.01779,1.01788,1.00584,0.61931,0.00658
2025-09-13 16:03:10.851,0.00917,0.00394,0.99444,0.99449,1.00243,0.40851,0.00659
2025-09-13 16:03:10.859,0.04498,-0.03160,1.01357,1.01506,1.00622,0.45476,0.00663
2025-09-13 16:03:10.868,-0.02088,-0.02614,1.01882,1.01937,1.01016,0.47327,0.00664
2025-09-13 16:03:10.876,0.00632,-0.00734,1.01695,1.01699,1.01221,0.24578,0.00677
2025-09-13 16:03:10.884,0.01356,-0.01985,1.00495,1.00524,1.01012,0.25098,0.00572
2025-09-13 16:03:10.893,0.00106,0.01269,0.98941,0.98949,1.00393,0.74268,0.00488
2025-09-13 16:03:10.901,0.05361,0.02156,0.98532,0.98701,0.99886,0.60919,0.00471
2025-09-13 16:03:10.909,-0.04524,-0.00062,1.00839,1.00941,1.00202,0.37987,0.00464
2025-09-13 16:03:10.917,-0.01096,0.00406,0.99556,0.99563,1.00010,0.23007,0.00474
2025-09-13 16:03:10.926,-0.00237,-0.01102,0.99517,0.99523,0.99864,0.17547,0.00502
2025-09-13 16:03:10.934,-0.03158,-0.01194,1.00150,1.00207,0.99967,0.12334,0.00513
2025-09-13 16:03:10.943,-0.01047,0.00680,0.98998,0.99006,0.99679,0.34590,0.00520
2025-09-13 16:03:10.951,0.02249,0.03067,1.02818,1.02889,1.00642,1.15562,0.00445
2025-09-13 16:03:10.959,0.03101,-0.00661,0.99499,0.99550,1.00314,0.39318,0.00391
2025-09-13 16:03:10.967,-0.00233,0.00889,0.99875,0.99879,1.00184,0.15667,0.00396
2025-09-13 16:03:10.976,-0.02007,-0.01452,0.97459,0.97491,0.99376,0.96935,0.00491
2025-09-13 16:03:10.984,0.02999,-0.00411,1.00572,1.00617,0.99748,0.44698,0.00530
2025-09-13 16:03:10.993,0.01254,-0.01402,0.99424,0.99442,0.99656,0.11019,0.00568
2025-09-13 16:03:11.001,-0.00563,0.01492,0.99284,0.99297,0.99549,0.12938,0.00608
2025-09-13 16:03:11.009,-0.02036,-0.00629,1.02411,1.02433,1.00414,1.03828,0.00593
2025-09-13 16:03:11.018,-0.01872,0.03373,1.02762,1.02834,1.01140,0.87123,0.00603
2025-09-13 16:03:11.026,0.00133,0.01572,0.99626,0.99639,1.00690,0.54037,0.00606
2025-09-13 16:03:11.035,0.00092,0.01115,1.00840,1.00846,1.00736,0.05634,0.00618
2025-09-13 16:03:11.042,0.01170,-0.00098,1.01692,1.01699,1.01025,0.34642,0.00652
2025-09-13 16:03:11.051,0.00154,-0.00375,1.01294,1.01295,1.01106,0.09698,0.00612
2025-09-13 16:03:11.060,-0.01020,-0.00233,1.00187,1.00193,1.00832,0.32871,0.00596
2025-09-13 16:03:11.068,-0.00847,0.02211,1.00752,1.00780,1.00816,0.01880,0.00566
2025-09-13 16:03:11.076,0.02365,-0.02057,1.00422,1.00471,1.00713,0.12437,0.00507
2025-09-13 16:03:11.084,-0.00523,-0.01844,1.00248,1.00266,1.00579,0.16083,0.00512
2025-09-13 16:03:11.093,-0.04311,0.00301,1.06827,1.06914,1.02479,2.28076,0.00831
2025-09-13 16:03:11.101,-0.01653,-0.01280,1.00250,1.00272,1.01817,0.79458,0.00954
2025-09-13 16:03:11.109,0.00625,0.02794,0.98081,0.98122,1.00709,1.33013,0.00953
2025-09-13 16:03:11.117,0.01057,0.01413,0.97743,0.97759,0.99824,1.06205,0.00946
2025-09-13 16:03:11.126,-0.00785,0.00649,1.03730,1.03735,1.00997,1.40792,0.00937
2025-09-13 16:03:11.134,0.05126,0.01170,0.97818,0.97959,1.00086,1.09351,0.00929
2025-09-13 16:03:11.143,0.00650,-0.01710,1.02554,1.02570,1.00831,0.89445,0.00930
2025-09-13 16:03:11.151,-0.00784,-0.01206,0.96206,0.96217,0.99447,1.66104,0.00973
2025-09-13 16:03:11.159,-0.00949,-0.01073,0.98223,0.98234,0.99083,0.43674,0.01062
2025-09-13 16:03:11.169,-0.01538,0.00898,1.01909,1.01924,0.99935,1.02286,0.00809
2025-09-13 16:03:11.177,0.01333,-0.01854,0.96313,0.96340,0.98857,1.29427,0.00823
2025-09-13 16:03:11.184,0.00616,0.01839,1.04018,1.04036,1.00411,1.86451,0.00816
2025-09-13 16:03:11.193,-0.01798,-0.01756,1.00159,1.00191,1.00345,0.07908,0.00795
2025-09-13 16:03:11.201,0.02917,-0.00561,0.97591,0.97636,0.99532,0.97500,0.00817
2025-09-13 16:03:11.209,0.01680,0.00975,0.98139,0.98158,0.99120,0.49452,0.00912
2025-09-13 16:03:11.218,0.00272,-0.01366,1.00463,1.00473,0.99526,0.48704,0.00942
2025-09-13 16:03:11.226,-0.02074,-0.00180,0.99630,0.99652,0.99564,0.04527,0.00930
2025-09-13 16:03:11.234,-0.04405,-0.02591,0.98972,0.99104,0.99426,0.16536,0.00883
2025-09-13 16:03:11.242,0.01018,0.00894,0.99052,0.99061,0.99316,0.13118,0.00940
2025-09-13 16:03:11.251,0.01779,-0.01509,1.01046,1.01073,0.99844,0.63242,0.00812
2025-09-13 16:03:11.259,0.01453,0.01937,0.98228,0.98258,0.99368,0.57073,0.00878
2025-09-13 16:03:11.267,0.00456,0.00244,1.01489,1.01490,1.00005,0.76402,0.00886
2025-09-13 16:03:11.276,0.01206,-0.03266,0.98052,0.98114,0.99437,0.68074,0.00897
2025-09-13 16:03:11.284,-0.00788,0.04877,1.02173,1.02292,1.00294,1.02766,0.00794
2025-09-13 16:03:11.292,0.01463,-0.01085,0.98167,0.98184,0.99661,0.75948,0.00780
2025-09-13 16:03:11.301,-0.03558,-0.02748,0.99544,0.99646,0.99656,0.00550,0.00769
2025-09-13 16:03:11.309,-0.00218,-0.03059,0.99987,1.00034,0.99769,0.13595,0.00730
2025-09-13 16:03:11.318,-0.02604,0.01993,0.97182,0.97237,0.99010,0.91165,0.00784
2025-09-13 16:03:11.326,-0.00500,0.02360,0.97548,0.97578,0.98580,0.51552,0.00970
2025-09-13 16:03:11.334,-0.01234,0.03385,0.95816,0.95884,0.97771,0.97061,0.01257
2025-09-13 16:03:11.342,0.00348,0.00996,0.98226,0.98231,0.97909,0.16565,0.01496
2025-09-13 16:03:11.351,0.00377,-0.00048,1.00359,1.00360,0.98645,0.88216,0.01573
2025-09-13 16:03:11.359,-0.00890,0.01662,1.03492,1.03509,1.00104,1.75123,0.01575
2025-09-13 16:03:11.369,0.00895,-0.02236,0.97509,0.97538,0.99334,0.92357,0.01595
2025-09-13 16:03:11.376,0.01433,-0.00723,1.00939,1.00952,0.99820,0.58248,0.01588
2025-09-13 16:03:11.387,0.03467,-0.02622,0.99080,0.99175,0.99626,0.23195,0.01595
2025-09-13 16:03:11.393,-0.00769,0.01545,0.99838,0.99853,0.99694,0.08150,0.01545
