timestamp,ax_g,ay_g,az_g,metric_raw,metric_lpf,jerk_gps,rms_g
2025-09-13 16:10:38.702,-0.01388,0.01875,1.01121,1.01148,1.00284,0.44395,0.00428
2025-09-13 16:10:38.708,0.04015,-0.00182,1.01803,1.01882,1.00764,0.57531,0.00463
2025-09-13 16:10:38.716,0.03308,-0.02868,0.97893,0.97991,0.99932,0.99819,0.00454
2025-09-13 16:10:38.725,0.00543,-0.01145,0.99157,0.99165,0.99702,0.27607,0.00453
2025-09-13 16:10:38.734,-0.01322,-0.00296,0.98192,0.98201,0.99252,0.54023,0.00511
2025-09-13 16:10:38.741,-0.02559,0.00770,1.00250,1.00285,0.99562,0.37207,0.00516
2025-09-13 16:10:38.750,0.01958,0.01044,1.00848,1.00872,0.99955,0.47178,0.00418
2025-09-13 16:10:38.758,0.01506,-0.01830,0.99003,0.99031,0.99678,0.33246,0.00425
2025-09-13 16:10:38.768,0.00550,0.01870,1.01293,1.01312,1.00168,0.58822,0.00427
2025-09-13 16:10:38.775,-0.00424,-0.00373,1.00500,1.00501,1.00268,0.11996,0.00426
2025-09-13 16:10:38.784,-0.02313,0.01697,1.01545,1.01585,1.00663,0.47413,0.00407
2025-09-13 16:10:38.791,0.01858,0.01987,1.01996,1.02032,1.01074,0.49280,0.00542
2025-09-13 16:10:38.800,-0.03768,0.00451,0.97140,0.97214,0.99916,1.38940,0.00533
2025-09-13 16:10:38.808,-0.01905,-0.00266,1.02366,1.02384,1.00656,0.88854,0.00519
2025-09-13 16:10:38.817,0.00662,0.00463,1.03571,1.03574,1.01532,1.05046,0.00714
2025-09-13 16:10:38.825,0.00482,-0.01899,0.97212,0.97232,1.00242,1.54794,0.00718
2025-09-13 16:10:38.833,-0.01746,0.00224,0.96919,0.96935,0.99250,1.19059,0.00753
2025-09-13 16:10:38.842,0.00876,0.00618,0.98560,0.98566,0.99045,0.24621,0.00815
2025-09-13 16:10:38.850,0.00208,0.01033,0.98736,0.98742,0.98954,0.10901,0.00882
2025-09-13 16:10:38.858,0.01466,-0.01433,1.01175,1.01196,0.99626,0.80715,0.00863
2025-09-13 16:10:38.866,0.02915,0.00644,0.97453,0.97499,0.98988,0.76592,0.00855
2025-09-13 16:10:38.875,0.00177,0.00162,0.98278,0.98278,0.98775,0.25567,0.00947
2025-09-13 16:10:38.883,-0.02519,-0.00763,1.01737,1.01771,0.99674,1.07847,0.00928
2025-09-13 16:10:38.892,0.01636,0.02400,0.99910,0.99953,0.99757,0.10036,0.00779
2025-09-13 16:10:38.902,0.03929,-0.01692,1.00882,1.00972,1.00122,0.43738,0.00776
2025-09-13 16:10:38.908,-0.00483,0.02983,1.00065,1.00110,1.00118,0.00422,0.00735
2025-09-13 16:10:38.916,-0.02064,0.00484,0.97756,0.97779,0.99417,0.84216,0.00691
2025-09-13 16:10:38.925,-0.01744,0.01853,0.99959,0.99992,0.99589,0.20709,0.00612
2025-09-13 16:10:38.933,0.01711,-0.01747,1.02594,1.02623,1.00499,1.09210,0.00622
2025-09-13 16:10:38.941,-0.00351,-0.03915,0.98209,0.98287,0.99836,0.79632,0.00525
2025-09-13 16:10:38.952,-0.02795,-0.02928,1.01021,1.01102,1.00216,0.45592,0.00338
2025-09-13 16:10:38.958,0.00731,0.01182,0.98525,0.98535,0.99711,0.60491,0.00334
2025-09-13 16:10:38.968,0.01063,-0.02936,0.99034,0.99083,0.99523,0.22608,0.00361
2025-09-13 16:10:38.975,-0.00318,-0.01141,1.00201,1.00208,0.99729,0.24656,0.00370
2025-09-13 16:10:38.983,-0.00045,0.00942,1.00607,1.00611,0.99993,0.31787,0.00368
2025-09-13 16:10:38.992,0.01911,-0.00960,1.01303,1.01326,1.00393,0.47960,0.00338
2025-09-13 16:10:39.000,0.00555,0.00486,1.00267,1.00270,1.00356,0.04424,0.00331
2025-09-13 16:10:39.008,-0.04313,0.03835,0.98169,0.98339,0.99751,0.72623,0.00298
2025-09-13 16:10:39.019,-0.01593,-0.00645,0.97380,0.97395,0.99044,0.84810,0.00433
2025-09-13 16:10:39.025,0.03492,-0.01239,0.98632,0.98702,0.98942,0.12323,0.00554
2025-09-13 16:10:39.034,-0.01659,0.00874,1.02792,1.02809,1.00102,1.39221,0.00547
2025-09-13 16:10:39.042,0.00546,-0.01548,1.02646,1.02659,1.00869,0.92051,0.00598
2025-09-13 16:10:39.050,0.00567,-0.01445,0.99856,0.99868,1.00569,0.36028,0.00621
2025-09-13 16:10:39.058,0.00263,0.00474,1.00003,1.00005,1.00399,0.20299,0.00635
2025-09-13 16:10:39.070,0.00048,0.03726,1.05667,1.05733,1.02000,1.92012,0.00911
2025-09-13 16:10:39.075,0.00346,-0.01834,0.97900,0.97917,1.00775,1.46959,0.00939
2025-09-13 16:10:39.085,0.01626,-0.03248,0.99636,0.99703,1.00453,0.38602,0.00948
2025-09-13 16:10:39.091,0.00790,0.00363,0.99191,0.99194,1.00076,0.45313,0.00893
2025-09-13 16:10:39.102,0.03676,0.01593,0.99058,0.99139,0.99795,0.33707,0.00823
2025-09-13 16:10:39.108,0.01567,-0.00368,0.98967,0.98981,0.99550,0.29308,0.00836
2025-09-13 16:10:39.117,-0.00815,0.02365,0.98882,0.98914,0.99359,0.22929,0.00813
2025-09-13 16:10:39.125,-0.00143,0.02040,1.00608,1.00629,0.99740,0.45707,0.00795
2025-09-13 16:10:39.135,0.00481,-0.01331,1.04662,1.04671,1.01220,1.77516,0.00883
2025-09-13 16:10:39.142,0.01637,-0.04737,1.02608,1.02731,1.01673,0.54401,0.00804
2025-09-13 16:10:39.150,-0.02572,-0.02744,0.98604,0.98676,1.00774,1.07894,0.00804
2025-09-13 16:10:39.158,0.02516,-0.00545,1.00421,1.00454,1.00678,0.11504,0.00821
2025-09-13 16:10:39.167,-0.03340,0.02151,0.99466,0.99545,1.00338,0.40791,0.00829
2025-09-13 16:10:39.175,-0.02579,0.00650,1.00980,1.01015,1.00541,0.24363,0.00845
2025-09-13 16:10:39.183,0.00170,0.02583,1.01167,1.01200,1.00739,0.23737,0.00868
2025-09-13 16:10:39.192,0.03004,-0.00110,1.00219,1.00264,1.00596,0.17087,0.00864
2025-09-13 16:10:39.204,0.01728,0.02317,0.99334,0.99376,1.00230,0.43941,0.00863
2025-09-13 16:10:39.208,0.03772,0.00231,1.00010,1.00081,1.00185,0.05372,0.00764
2025-09-13 16:10:39.217,0.00884,-0.01711,0.96708,0.96727,0.99148,1.24500,0.00594
2025-09-13 16:10:39.225,0.04112,0.02129,0.98152,0.98261,0.98882,0.31924,0.00652
2025-09-13 16:10:39.233,0.00274,0.01247,0.99024,0.99032,0.98927,0.05412,0.00709
2025-09-13 16:10:39.241,0.02866,-0.00989,1.01985,1.02030,0.99858,1.11700,0.00702
2025-09-13 16:10:39.250,-0.01261,0.01014,1.03100,1.03112,1.00834,1.17162,0.00733
2025-09-13 16:10:39.258,0.00949,-0.00976,1.00443,1.00453,1.00720,0.13741,0.00731
2025-09-13 16:10:39.266,0.01450,-0.00856,0.99210,0.99224,1.00271,0.53831,0.00709
2025-09-13 16:10:39.275,0.03524,0.02794,0.98673,0.98776,0.99823,0.53829,0.00707
2025-09-13 16:10:39.283,-0.02637,-0.02567,0.97770,0.97840,0.99228,0.71385,0.00750
2025-09-13 16:10:39.291,-0.00568,-0.00151,0.97232,0.97234,0.98630,0.71764,0.00831
2025-09-13 16:10:39.300,0.00309,-0.05806,1.00280,1.00448,0.99175,0.65463,0.00792
2025-09-13 16:10:39.308,0.03216,-0.02430,0.94241,0.94327,0.97721,1.74542,0.01038
2025-09-13 16:10:39.316,0.00333,0.01401,0.99183,0.99194,0.98163,0.53026,0.01204
