timestamp,ax_g,ay_g,az_g,metric_raw,metric_lpf,jerk_gps,rms_g
2025-09-13 16:09:27.656,-0.01172,-0.02822,0.95950,0.95998,0.99274,1.68437,0.01287
2025-09-13 16:09:27.664,0.04350,-0.00891,0.99794,0.99893,0.99459,0.22307,0.01237
2025-09-13 16:09:27.672,-0.01452,0.01896,0.99019,0.99048,0.99336,0.14820,0.01255
2025-09-13 16:09:27.680,0.00561,-0.02218,1.01138,1.01164,0.99884,0.65817,0.01169
2025-09-13 16:09:27.689,-0.01044,0.00616,1.01593,1.01601,1.00399,0.61787,0.00822
2025-09-13 16:09:27.697,-0.01257,-0.01333,0.98574,0.98591,0.99857,0.65100,0.00651
2025-09-13 16:09:27.705,0.04016,-0.01192,0.99858,0.99946,0.99883,0.03200,0.00599
2025-09-13 16:09:27.714,0.01919,-0.00310,0.98205,0.98224,0.99386,0.59749,0.00506
2025-09-13 16:09:27.722,0.00266,-0.02619,1.01753,1.01787,1.00106,0.86461,0.00454
2025-09-13 16:09:27.731,-0.01496,0.03968,1.01931,1.02019,1.00680,0.68879,0.00446
2025-09-13 16:09:27.739,-0.02148,0.01402,0.97626,0.97660,0.99774,1.08735,0.00415
2025-09-13 16:09:27.747,-0.03058,-0.01471,1.00678,1.00735,1.00062,0.34609,0.00352
2025-09-13 16:09:27.756,0.04539,-0.01721,0.97714,0.97835,0.99394,0.80202,0.00404
2025-09-13 16:09:27.764,0.01592,0.01599,1.03349,1.03373,1.00588,1.43250,0.00429
2025-09-13 16:09:27.772,-0.03840,-0.02238,0.97719,0.97820,0.99758,0.99626,0.00433
2025-09-13 16:09:27.781,-0.00252,-0.00114,1.02838,1.02838,1.00682,1.10909,0.00488
2025-09-13 16:09:27.789,0.01245,-0.02267,1.00244,1.00277,1.00560,0.14556,0.00481
2025-09-13 16:09:27.797,0.02861,0.02951,0.97447,0.97534,0.99652,1.08970,0.00493
2025-09-13 16:09:27.805,0.01723,0.03714,0.99267,0.99352,0.99562,0.10822,0.00462
2025-09-13 16:09:27.813,0.01095,0.01108,1.00295,1.00307,0.99786,0.26806,0.00461
2025-09-13 16:09:27.822,0.00427,-0.02308,1.01413,1.01440,1.00282,0.59547,0.00470
2025-09-13 16:09:27.830,0.03195,0.01106,0.99683,0.99740,1.00119,0.19510,0.00426
2025-09-13 16:09:27.839,-0.01549,0.02616,0.95254,0.95303,0.98674,1.73392,0.00582
2025-09-13 16:09:27.847,0.02569,-0.01577,1.00887,1.00932,0.99352,0.81287,0.00615
2025-09-13 16:09:27.855,0.01194,0.00923,0.99663,0.99674,0.99448,0.11607,0.00601
2025-09-13 16:09:27.864,-0.03586,0.00918,0.96503,0.96574,0.98586,1.03465,0.00740
2025-09-13 16:09:27.872,0.02677,-0.00275,1.05067,1.05102,1.00541,2.34553,0.00753
2025-09-13 16:09:27.880,-0.01229,0.02296,1.00971,1.01004,1.00680,0.16685,0.00773
2025-09-13 16:09:27.888,-0.03993,-0.01616,0.98187,0.98281,0.99960,0.86354,0.00770
2025-09-13 16:09:27.897,0.01931,0.01952,1.00946,1.00983,1.00267,0.36822,0.00769
2025-09-13 16:09:27.906,0.05475,-0.04449,0.96281,0.96539,0.99149,1.34217,0.00819
2025-09-13 16:09:27.914,-0.00515,0.03557,1.01352,1.01416,0.99829,0.81623,0.00692
2025-09-13 16:09:27.922,0.02241,-0.02464,0.97120,0.97177,0.99033,0.95479,0.00732
2025-09-13 16:09:27.930,0.02809,-0.00668,0.99079,0.99121,0.99060,0.03174,0.00775
2025-09-13 16:09:27.939,0.01863,-0.02652,1.01558,1.01610,0.99825,0.91820,0.00617
2025-09-13 16:09:27.947,0.00834,-0.03474,1.01621,1.01684,1.00383,0.66938,0.00604
2025-09-13 16:09:27.955,0.00924,0.00261,0.99696,0.99701,1.00178,0.24547,0.00563
