timestamp,ax_g,ay_g,az_g,metric_raw,metric_lpf,jerk_gps,rms_g
2025-09-13 16:01:48.051,-0.02546,-0.01119,1.01926,1.01964,1.00460,0.77347,0.00930
2025-09-13 16:01:48.059,-0.00720,0.00823,0.99233,0.99239,1.00094,0.43944,0.00906
2025-09-13 16:01:48.067,0.02166,0.02351,1.00601,1.00652,1.00261,0.20094,0.00906
2025-09-13 16:01:48.076,-0.00984,-0.02886,0.99004,0.99051,0.99898,0.43553,0.00820
2025-09-13 16:01:48.084,0.00347,0.02904,0.97106,0.97150,0.99074,0.98911,0.00748
2025-09-13 16:01:48.092,-0.00896,0.01057,1.02109,1.02119,0.99987,1.09611,0.00565
2025-09-13 16:01:48.101,0.03216,-0.00896,1.02395,1.02450,1.00726,0.88654,0.00537
2025-09-13 16:01:48.109,0.02060,0.03071,1.00094,1.00162,1.00557,0.20300,0.00540
2025-09-13 16:01:48.118,-0.01183,0.00483,1.00498,1.00506,1.00542,0.01818,0.00510
2025-09-13 16:01:48.128,0.00948,-0.00984,0.97833,0.97842,0.99732,0.97180,0.00552
2025-09-13 16:01:48.134,-0.00406,0.02459,0.98247,0.98278,0.99296,0.52324,0.00652
2025-09-13 16:01:48.144,0.03201,0.03721,1.00479,1.00598,0.99687,0.46892,0.00690
2025-09-13 16:01:48.151,-0.00602,0.01632,0.98747,0.98762,0.99409,0.33271,0.00744
2025-09-13 16:01:48.159,-0.01689,0.00873,1.00088,1.00107,0.99618,0.25102,0.00656
2025-09-13 16:01:48.167,-0.00485,-0.03491,0.99329,0.99391,0.99550,0.08176,0.00699
2025-09-13 16:01:48.176,0.03249,-0.00455,1.00680,1.00733,0.99905,0.42586,0.00706
2025-09-13 16:01:48.184,-0.00499,-0.00480,1.01103,1.01105,1.00265,0.43200,0.00704
2025-09-13 16:01:48.192,0.00552,0.02272,1.02058,1.02085,1.00811,0.65501,0.00717
2025-09-13 16:01:48.201,-0.03037,0.03355,1.03187,1.03286,1.01554,0.89107,0.00790
2025-09-13 16:01:48.209,-0.00261,0.01567,1.00382,1.00394,1.01206,0.41730,0.00757
2025-09-13 16:01:48.217,0.01863,0.02399,1.00668,1.00714,1.01058,0.17710,0.00757
2025-09-13 16:01:48.226,0.01097,-0.02425,1.01205,1.01240,1.01113,0.06528,0.00729
2025-09-13 16:01:48.234,-0.03502,0.02547,1.00671,1.00765,1.01008,0.12532,0.00716
2025-09-13 16:01:48.243,-0.00336,0.00216,0.99406,0.99407,1.00528,0.57660,0.00664
2025-09-13 16:01:48.251,-0.04491,0.01458,0.98580,0.98693,0.99977,0.66037,0.00658
2025-09-13 16:01:48.259,-0.00634,0.02363,0.98299,0.98329,0.99483,0.59329,0.00721
2025-09-13 16:01:48.267,0.01733,-0.00391,1.01126,1.01142,0.99981,0.59716,0.00718
2025-09-13 16:01:48.276,0.00887,0.02051,0.98564,0.98590,0.99563,0.50079,0.00658
2025-09-13 16:01:48.285,0.01185,-0.01574,1.02640,1.02659,1.00492,1.11457,0.00598
2025-09-13 16:01:48.293,0.02266,-0.03499,0.99582,0.99669,1.00245,0.29619,0.00554
2025-09-13 16:01:48.301,0.01023,0.01054,1.02082,1.02092,1.00799,0.66494,0.00516
2025-09-13 16:01:48.309,0.02690,0.00392,1.01144,1.01180,1.00914,0.13711,0.00504
2025-09-13 16:01:48.318,0.01502,-0.00974,0.96397,0.96413,0.99564,1.62009,0.00569
2025-09-13 16:01:48.326,-0.00616,0.01497,1.02132,1.02145,1.00338,0.92928,0.00554
2025-09-13 16:01:48.335,-0.02641,0.00977,1.01861,1.01900,1.00807,0.56237,0.00490
2025-09-13 16:01:48.343,0.04758,0.01816,0.99200,0.99331,1.00364,0.53129,0.00472
2025-09-13 16:01:48.351,0.01027,0.01422,0.94741,0.94757,0.98682,2.01841,0.00684
2025-09-13 16:01:48.360,-0.01693,-0.01384,0.99527,0.99551,0.98943,0.31282,0.00832
